study_hours,attendance,previous_scores,assignments_completed,sleep_hours,extracurricular,parental_support,internet_access,final_score,pass_fail
5.1,100.0,55.0,97.2,5.1,0,2,1,62.2,Pass
5.1,64.8,78.6,60.0,7.9,0,1,1,58.8,Pass
2.9,66.0,82.4,47.6,6.0,0,0,1,44.6,Pass
1.8,64.4,75.6,80.5,8.1,1,0,1,40.8,Pass
1.6,100.0,50.6,100.0,4.8,1,2,1,56.3,Pass
4.2,74.5,86.1,80.6,5.5,0,0,1,57.3,Pass
4.7,79.7,83.4,75.0,7.1,1,0,1,60.8,Pass
2.4,75.2,74.0,52.1,8.3,0,1,1,41.2,Pass
4.1,68.7,68.1,86.8,9.0,0,1,1,62.9,Pass
5.1,77.2,68.4,89.9,6.6,0,1,1,61.8,Pass
5.2,100.0,63.8,53.3,9.3,0,1,1,56.3,Pass
7.1,96.7,74.6,97.0,6.1,1,0,1,64.2,Pass
6.6,69.8,65.5,91.5,8.1,1,2,1,66.2,Pass
2.0,87.8,52.3,97.0,5.1,0,1,1,45.4,Pass
7.4,70.0,49.3,88.8,7.1,0,1,1,69.1,Pass
2.9,58.7,53.7,89.8,3.0,1,0,1,42.1,Pass
6.1,92.2,68.3,87.8,4.8,0,1,1,71.5,Pass
4.1,93.9,64.6,93.0,7.2,0,1,0,58.3,Pass
3.2,92.6,68.2,52.7,4.5,1,1,1,59.4,Pass
0.4,74.4,72.5,57.5,7.1,1,1,1,39.8,Fail
3.7,78.0,55.6,69.0,7.9,1,2,1,50.8,Pass
0.9,89.0,87.0,78.1,5.7,0,1,1,57.0,Pass
5.9,84.7,61.0,85.8,5.0,0,2,1,63.1,Pass
7.0,75.3,58.5,84.9,5.8,0,2,1,65.2,Pass
2.4,60.6,72.2,96.8,5.1,1,1,1,47.8,Pass
4.6,81.4,37.5,97.2,6.3,0,1,1,53.2,Pass
2.5,92.9,53.1,66.9,6.7,0,1,1,55.6,Pass
2.7,65.6,79.7,83.6,6.0,0,2,1,48.5,Pass
5.5,87.7,38.9,67.3,9.0,1,1,1,56.0,Pass
3.9,84.0,81.8,77.2,5.4,1,1,1,56.8,Pass
7.5,89.0,87.7,84.8,8.6,1,0,1,70.5,Pass
3.0,90.5,59.5,28.9,4.9,0,2,0,45.8,Pass
6.0,71.7,69.4,100.0,6.6,1,0,1,56.5,Pass
4.2,60.6,81.8,88.5,8.3,0,0,1,53.4,Pass
5.6,73.6,58.0,71.1,8.2,0,1,1,54.6,Pass
3.1,90.7,78.0,100.0,5.9,0,1,1,59.4,Pass
3.9,73.5,54.9,74.8,7.3,0,2,1,58.3,Pass
3.8,71.7,57.8,82.0,7.1,0,2,0,56.1,Pass
2.3,58.1,53.0,72.7,5.7,1,0,1,43.1,Pass
5.3,100.0,70.1,100.0,7.4,0,1,1,61.9,Pass
5.3,89.9,82.4,78.4,9.3,0,2,1,59.6,Pass
5.2,89.2,62.2,82.2,7.2,1,1,1,69.0,Pass
7.1,91.6,45.9,98.1,7.3,1,0,0,57.1,Pass
6.9,86.9,48.8,88.8,7.5,0,1,1,61.0,Pass
3.3,77.1,70.9,79.2,4.3,1,1,1,54.5,Pass
4.7,78.0,92.7,96.7,7.2,0,2,1,62.6,Pass
2.8,74.9,70.9,100.0,5.0,0,1,1,49.0,Pass
4.0,100.0,59.2,84.8,5.6,1,0,1,53.8,Pass
2.8,86.7,76.5,81.8,9.7,1,2,1,54.5,Pass
7.2,74.4,61.4,82.6,6.1,0,1,1,56.1,Pass
4.7,85.6,59.3,99.7,5.4,0,2,0,65.4,Pass
3.6,67.9,50.6,71.0,8.2,0,1,1,46.6,Pass
6.4,98.1,86.1,75.8,5.1,0,0,1,63.4,Pass
0.0,72.1,26.9,56.9,5.8,1,1,1,33.1,Fail
0.0,86.0,77.0,62.2,8.4,0,1,1,50.0,Pass
5.6,92.8,58.0,72.2,6.6,1,1,1,56.6,Pass
4.1,84.6,58.8,79.2,4.2,0,1,1,57.9,Pass
4.5,81.1,90.4,100.0,7.3,1,2,1,58.4,Pass
1.3,80.1,54.3,88.0,5.9,0,2,1,53.5,Pass
4.0,79.3,54.8,66.3,8.8,0,1,0,50.0,Pass
8.0,73.1,63.0,69.1,5.6,0,0,1,58.4,Pass
5.6,74.6,71.2,100.0,8.1,0,1,0,57.5,Pass
4.3,97.8,58.4,96.9,9.2,1,1,1,54.9,Pass
3.1,78.7,41.4,80.4,5.2,1,0,1,38.3,Fail
3.2,70.6,52.0,73.4,6.2,1,2,1,43.8,Pass
0.0,73.8,84.2,96.9,7.1,0,2,1,53.8,Pass
4.5,93.2,66.1,65.1,5.2,1,0,1,50.8,Pass
5.7,88.1,71.8,85.9,6.9,1,2,1,55.3,Pass
0.8,86.7,61.1,100.0,6.2,1,1,1,46.5,Pass
2.7,76.9,55.1,83.1,6.1,1,1,1,47.3,Pass
1.7,86.9,90.2,68.4,6.6,1,1,1,52.4,Pass
2.1,72.3,62.2,86.2,6.6,0,0,0,46.9,Pass
4.1,76.9,58.3,72.9,6.7,1,0,1,56.3,Pass
0.0,91.6,81.4,59.1,5.6,0,2,1,54.5,Pass
5.2,90.5,54.2,90.5,5.7,0,1,1,68.4,Pass
5.5,68.2,56.1,96.8,6.3,1,1,1,47.8,Pass
3.5,69.7,65.2,75.3,6.4,0,1,1,45.7,Pass
0.0,81.3,65.0,74.3,5.8,0,2,1,48.5,Pass
2.0,100.0,68.9,65.6,7.0,0,1,1,50.5,Pass
6.5,57.0,96.4,77.8,3.8,0,2,0,64.4,Pass
0.0,83.3,70.0,71.6,5.4,1,2,1,47.4,Pass
3.3,63.5,29.3,64.8,6.1,1,1,0,47.4,Pass
1.6,72.4,69.9,100.0,5.2,0,1,1,56.0,Pass
5.6,75.6,65.6,87.0,8.9,1,1,1,64.2,Pass
2.6,75.0,65.7,88.6,6.5,1,2,1,50.3,Pass
4.8,73.6,68.7,93.3,6.8,1,1,1,57.2,Pass
5.1,80.1,64.6,91.6,5.8,0,0,1,56.0,Pass
7.7,73.6,64.2,73.8,6.5,0,0,0,51.4,Pass
3.6,62.5,74.2,84.1,4.7,0,1,1,58.7,Pass
4.8,89.4,56.9,76.0,6.2,0,2,1,59.9,Pass
1.0,89.0,50.8,86.6,5.1,1,2,1,46.5,Pass
6.4,90.1,100.0,85.1,6.1,0,1,1,75.8,Pass
2.5,61.5,54.3,74.3,3.0,0,0,1,39.0,Fail
2.9,83.6,66.5,60.1,4.8,1,0,1,39.9,Fail
4.0,88.1,42.6,82.2,8.7,0,2,1,57.8,Pass
0.9,67.6,66.7,76.9,7.7,0,1,1,38.2,Fail
4.5,80.1,51.0,51.6,8.5,1,2,0,48.3,Pass
5.9,78.6,58.4,87.6,8.6,1,0,1,59.3,Pass
4.6,100.0,80.7,94.5,7.5,0,1,0,67.0,Pass
0.8,100.0,72.1,100.0,5.8,1,2,1,60.9,Pass
3.8,60.0,73.5,74.1,4.9,1,0,0,52.0,Pass
5.5,100.0,38.4,71.9,8.2,1,0,1,58.3,Pass
0.2,69.0,92.6,63.4,6.6,0,1,1,42.3,Pass
1.9,91.8,47.1,83.1,10.0,1,1,1,51.5,Pass
5.8,91.6,87.9,83.0,6.0,1,2,1,59.0,Pass
4.5,68.1,80.3,67.8,9.5,0,2,1,63.1,Pass
4.8,85.9,73.7,77.4,6.3,1,2,1,52.5,Pass
7.7,78.7,52.2,50.3,8.5,1,0,1,53.7,Pass
4.9,86.7,67.3,93.9,9.0,0,1,0,53.9,Pass
5.3,82.8,57.9,68.4,5.0,1,2,1,51.5,Pass
9.4,94.4,65.4,79.5,5.8,0,1,1,69.3,Pass
3.6,80.9,61.3,58.6,5.0,1,2,1,47.3,Pass
2.4,78.0,34.4,71.3,4.7,1,1,1,48.3,Pass
4.9,93.2,81.8,75.8,7.5,0,0,1,62.4,Pass
4.9,87.0,63.8,79.8,6.2,0,1,1,54.9,Pass
2.9,88.8,57.7,87.2,6.6,0,1,1,52.6,Pass
1.9,72.0,56.6,100.0,7.3,1,0,1,55.1,Pass
8.6,67.5,70.4,91.0,3.7,0,1,1,68.2,Pass
4.7,73.2,51.6,94.4,8.4,1,2,1,49.3,Pass
2.5,72.6,31.2,100.0,6.0,0,0,1,41.3,Pass
5.8,89.4,71.1,88.5,7.3,0,1,1,65.3,Pass
3.8,91.7,72.8,79.4,7.4,1,1,1,60.0,Pass
3.5,78.1,62.0,95.1,8.6,1,2,1,50.5,Pass
5.1,97.2,47.8,96.1,6.3,0,1,1,63.1,Pass
1.4,96.4,66.3,89.7,3.3,0,2,1,49.0,Pass
4.7,82.9,43.0,58.2,6.6,0,2,0,55.5,Pass
7.8,70.1,49.6,67.4,6.8,0,1,1,58.2,Pass
4.9,98.9,53.7,75.9,4.9,0,0,1,50.8,Pass
3.2,79.3,77.7,91.7,6.7,1,2,0,54.6,Pass
3.0,81.5,59.6,79.7,6.0,0,1,0,47.8,Pass
3.2,75.9,58.3,97.1,4.5,0,2,1,53.5,Pass
3.5,69.3,94.3,99.7,7.5,0,1,1,58.7,Pass
3.2,62.4,70.3,98.0,5.7,0,1,1,46.3,Pass
5.8,87.6,70.1,98.1,5.9,1,1,1,56.9,Pass
0.5,70.6,59.5,64.4,5.8,0,1,1,43.4,Pass
5.7,100.0,56.1,87.2,8.4,0,2,1,64.1,Pass
3.2,67.0,32.2,70.9,6.4,1,1,0,42.2,Pass
4.8,64.9,79.5,55.3,6.6,1,2,0,53.7,Pass
1.7,86.1,71.7,75.7,5.8,1,0,1,47.6,Pass
6.7,98.4,62.3,99.9,7.2,1,2,1,68.6,Pass
6.5,80.8,62.9,86.9,8.5,1,2,1,74.7,Pass
5.9,86.9,76.0,100.0,7.5,1,1,1,71.6,Pass
1.0,57.9,41.7,82.7,7.5,1,0,1,36.8,Fail
5.7,71.9,56.2,100.0,7.4,0,2,1,55.5,Pass
4.8,67.1,48.0,82.7,4.4,1,2,1,36.2,Fail
0.8,57.3,91.6,80.3,5.2,1,1,0,52.4,Pass
4.0,81.4,78.1,60.8,6.2,1,1,1,58.3,Pass
4.7,53.1,32.0,96.7,5.4,0,2,1,43.3,Pass
5.1,64.1,42.3,72.5,4.9,1,0,1,39.7,Fail
4.4,73.6,63.0,70.3,3.7,0,1,1,45.1,Pass
4.6,70.0,57.9,99.2,4.5,1,1,1,56.8,Pass
6.9,84.8,45.1,97.4,6.1,0,0,1,59.2,Pass
6.5,83.7,94.2,97.0,6.4,1,2,1,73.2,Pass
0.0,90.7,69.7,74.6,5.3,1,1,0,47.8,Pass
3.4,89.0,72.1,79.2,6.6,0,2,1,61.4,Pass
3.7,93.7,54.6,79.1,5.8,0,1,1,55.8,Pass
0.5,80.0,75.8,91.7,8.1,0,1,1,54.7,Pass
4.2,83.6,59.3,100.0,6.3,1,1,1,47.1,Pass
6.5,86.1,60.7,85.5,7.5,1,1,0,55.2,Pass
1.8,81.7,74.2,100.0,6.8,1,2,1,53.7,Pass
4.7,75.2,40.6,93.5,4.4,0,1,1,56.5,Pass
2.2,76.0,89.0,76.5,6.4,1,2,1,63.7,Pass
2.7,70.2,67.7,92.4,4.6,1,1,1,50.4,Pass
7.0,85.1,84.2,100.0,6.3,0,1,0,65.3,Pass
2.9,78.9,48.9,100.0,5.4,0,0,1,40.5,Pass
4.9,72.0,51.2,97.8,7.1,0,2,1,59.4,Pass
0.3,72.1,47.6,80.4,4.5,0,1,1,37.3,Fail
7.7,65.5,68.8,76.7,6.5,0,1,1,74.3,Pass
5.2,91.7,66.0,88.6,7.4,0,1,1,57.4,Pass
3.6,80.9,58.0,100.0,7.9,0,1,1,65.9,Pass
5.2,69.6,49.8,86.5,5.4,0,1,1,55.8,Pass
1.2,89.7,46.0,86.8,6.5,0,1,1,42.0,Pass
6.4,73.3,64.3,80.8,6.8,1,2,1,60.1,Pass
3.4,63.1,58.0,75.1,8.8,0,0,0,50.3,Pass
3.6,92.3,54.7,77.6,4.3,0,1,1,51.8,Pass
3.0,73.6,88.2,82.0,5.1,1,0,1,59.1,Pass
2.8,75.1,63.8,100.0,10.0,0,2,1,58.7,Pass
5.4,80.5,84.1,76.4,6.1,0,1,1,63.5,Pass
4.5,93.7,57.0,80.8,3.7,0,1,1,56.0,Pass
5.3,80.2,68.7,67.0,5.6,0,2,1,50.4,Pass
4.0,65.6,64.2,90.7,3.0,1,1,1,51.5,Pass
5.0,86.5,39.5,100.0,6.9,0,1,1,56.7,Pass
3.2,74.2,86.4,100.0,7.7,0,1,0,48.8,Pass
8.5,100.0,63.0,83.1,5.1,1,0,1,68.8,Pass
0.9,80.0,76.2,88.6,5.8,1,2,1,50.9,Pass
6.5,53.2,53.7,77.7,7.9,0,2,0,45.4,Pass
6.7,84.3,62.5,87.9,3.9,0,2,1,60.1,Pass
2.3,100.0,52.0,84.7,4.5,0,2,1,51.3,Pass
8.5,98.9,83.5,80.9,6.2,1,2,1,82.6,Pass
6.0,100.0,69.7,82.1,5.4,1,1,1,65.4,Pass
5.9,67.8,70.5,86.8,6.1,1,0,1,62.7,Pass
4.1,90.9,85.4,75.6,4.6,0,1,1,59.0,Pass
3.6,71.3,82.3,76.4,6.8,0,2,0,45.1,Pass
3.6,82.7,76.5,100.0,6.3,1,2,1,63.3,Pass
4.8,64.7,43.7,100.0,7.3,0,2,0,48.4,Pass
6.8,72.3,54.6,61.9,6.8,1,1,1,52.7,Pass
4.4,71.9,49.9,61.1,6.8,0,0,1,41.5,Pass
2.2,90.8,75.9,65.6,4.3,0,2,1,52.8,Pass
5.6,89.6,67.6,78.5,7.2,0,0,1,65.1,Pass
5.8,83.3,44.1,93.4,6.0,0,1,1,61.3,Pass
5.3,63.8,62.2,88.9,6.3,1,1,1,62.5,Pass
5.5,76.3,42.6,82.6,8.1,0,1,1,61.5,Pass
3.5,71.0,64.2,87.9,5.4,1,1,1,41.8,Pass
2.1,90.4,40.2,69.6,8.5,1,2,0,40.9,Pass
2.3,94.1,72.9,76.3,8.7,1,2,1,46.8,Pass
0.7,92.7,70.7,79.7,7.6,1,1,1,54.5,Pass
4.5,70.9,93.6,56.2,5.0,1,1,1,51.9,Pass
3.8,47.1,77.7,62.6,3.2,1,2,1,44.1,Pass
3.1,58.8,58.7,63.2,8.1,0,1,1,43.0,Pass
0.0,97.1,77.3,91.5,6.7,1,1,1,55.4,Pass
1.5,75.2,44.0,83.7,5.4,1,1,1,36.5,Fail
6.2,71.0,50.6,89.2,8.3,0,1,1,49.8,Pass
2.7,99.7,70.0,52.4,5.2,1,0,1,51.8,Pass
4.7,95.2,32.6,57.7,5.9,0,2,0,55.4,Pass
1.2,80.3,64.4,89.9,7.3,1,1,1,49.8,Pass
6.9,76.5,49.7,38.3,4.8,0,0,1,45.5,Pass
3.7,78.4,66.5,98.4,6.3,1,1,1,45.8,Pass
4.6,82.7,48.8,52.7,8.1,0,2,1,54.4,Pass
8.7,99.2,71.4,92.7,6.8,1,1,1,68.7,Pass
7.0,85.1,65.3,66.7,8.4,0,1,1,54.8,Pass
3.4,88.7,86.0,95.7,8.2,1,0,1,52.8,Pass
2.8,94.0,65.1,100.0,6.5,0,2,1,50.9,Pass
3.3,66.0,53.5,45.9,3.0,1,2,1,37.4,Fail
5.0,89.1,61.3,90.4,4.8,0,1,1,57.6,Pass
3.8,76.5,44.8,52.9,7.6,0,1,1,39.0,Fail
3.2,49.8,71.1,86.4,4.2,0,1,1,48.2,Pass
6.9,54.5,73.8,76.9,6.0,1,2,1,56.0,Pass
3.8,67.8,100.0,81.9,7.0,0,2,1,70.0,Pass
8.6,86.4,55.7,66.3,8.7,1,2,1,54.9,Pass
4.2,81.4,61.0,91.7,5.6,0,1,1,56.3,Pass
7.6,82.2,56.4,58.3,5.5,1,1,0,58.3,Pass
4.7,100.0,68.2,98.6,6.4,0,1,1,58.3,Pass
5.9,64.8,70.7,73.9,7.0,0,2,1,56.5,Pass
2.6,79.7,64.2,59.0,6.3,0,1,1,51.2,Pass
2.3,83.7,81.3,100.0,8.1,0,1,1,58.2,Pass
4.9,71.2,55.7,79.0,5.3,0,2,0,59.1,Pass
6.0,80.3,79.8,100.0,6.7,0,1,1,53.7,Pass
4.1,60.8,73.1,98.3,7.2,0,2,1,51.0,Pass
1.4,96.9,64.8,68.0,5.9,1,0,1,57.2,Pass
1.3,71.8,60.3,78.7,7.8,0,1,1,49.9,Pass
1.1,100.0,100.0,81.8,6.7,1,1,0,62.2,Pass
0.5,79.6,52.7,100.0,7.7,0,1,1,53.1,Pass
4.2,92.3,69.5,86.6,6.8,0,2,1,50.3,Pass
6.3,79.4,53.7,82.6,7.1,0,1,0,60.9,Pass
4.0,79.6,91.8,77.0,5.6,0,1,1,63.9,Pass
0.0,73.0,78.3,79.2,5.6,0,0,0,41.7,Pass
3.6,81.4,54.8,99.6,8.3,1,2,1,69.1,Pass
3.7,83.8,72.7,80.1,7.5,1,2,1,58.0,Pass
8.2,70.6,68.9,74.1,5.0,1,2,1,50.9,Pass
1.1,78.5,57.3,71.5,6.8,0,1,0,46.1,Pass
3.2,72.7,76.4,71.7,3.0,0,1,0,47.0,Pass
7.4,100.0,70.8,59.0,5.6,1,1,1,70.2,Pass
4.9,78.9,68.2,68.7,7.9,0,0,1,57.3,Pass
5.1,98.5,64.4,100.0,6.3,0,0,1,59.9,Pass
4.2,77.7,71.5,76.9,6.7,0,0,1,61.9,Pass
4.7,83.1,68.4,90.6,3.0,0,0,1,61.7,Pass
5.6,64.1,65.9,42.8,5.9,1,2,1,45.4,Pass
2.4,74.6,55.4,88.5,7.0,0,1,1,48.0,Pass
5.8,82.5,90.4,77.6,7.2,0,2,1,66.7,Pass
1.3,99.0,49.2,72.8,7.9,1,2,1,47.4,Pass
4.7,82.7,71.4,82.7,6.2,1,1,1,56.5,Pass
4.4,96.6,60.2,72.6,6.3,0,1,1,56.6,Pass
2.8,87.7,91.4,48.1,4.5,0,2,1,48.3,Pass
4.0,99.5,51.4,93.8,6.2,1,0,1,46.2,Pass
2.8,79.3,54.0,83.6,4.6,0,1,1,50.2,Pass
1.9,100.0,50.5,75.3,3.7,0,1,1,39.4,Fail
3.3,74.2,69.9,65.5,4.9,0,2,1,45.2,Pass
1.8,70.8,44.4,58.0,8.8,0,2,1,32.0,Fail
4.6,65.5,57.8,83.4,6.1,1,2,1,44.1,Pass
1.7,100.0,32.7,100.0,6.8,1,1,1,52.5,Pass
5.4,89.8,68.6,83.0,5.7,1,1,1,59.7,Pass
1.6,76.0,57.5,59.3,3.8,1,2,0,42.0,Pass
